NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOPNUM,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Waco ISD,2017,7,2061,1542,314,310,163
Waco ISD,2018,8,2350,1804,392,388,186
Waller ISD,2004,1,36,36,0,0,15
Waller ISD,2005,1,40,40,0,0,17
Waller ISD,2006,1,29,24,0,0,13
Waxahachie ISD,2000,1,172,94,2,2,11
Waxahachie ISD,2001,1,241,130,0,0,22
Waxahachie ISD,2002,1,291,140,0,0,38
Waxahachie ISD,2003,1,343,167,0,0,54
Waxahachie ISD,2004,2,543,253,12,11,64
Waxahachie ISD,2005,2,943,415,19,18,78
Waxahachie ISD,2006,1,269,166,8,8,33
Waxahachie ISD,2007,1,282,183,9,9,24
Waxahachie ISD,2008,1,250,160,4,4,22
Waxahachie ISD,2009,3,253,154,8,4,25
Waxahachie ISD,2010,3,260,157,6,4,36
Waxahachie ISD,2011,3,207,113,11,9,21
Waxahachie ISD,2012,3,420,283,28,26,22
Waxahachie ISD,2013,3,450,197,49,48,21
Waxahachie ISD,2014,3,414,180,51,49,26
Waxahachie ISD,2015,3,509,432,61,57,26
Waxahachie ISD,2016,5,1616,829,95,93,120
Waxahachie ISD,2017,4,1633,817,88,86,142
Waxahachie ISD,2018,3,1711,933,87,141,172
Weatherford ISD,2007,1,110,56,0,0,13
Weatherford ISD,2008,1,144,60,0,0,16
Weatherford ISD,2009,1,136,63,0,1,18
Weatherford ISD,2010,1,149,74,0,0,20
Weatherford ISD,2011,1,140,69,0,0,21
Weatherford ISD,2012,1,132,65,0,0,9
Weatherford ISD,2013,1,118,56,0,0,7
Weatherford ISD,2014,1,117,57,0,0,12
Weatherford ISD,2015,1,90,41,0,0,7
Weatherford ISD,2016,1,98,47,0,0,9
Weatherford ISD,2017,1,86,47,0,0,8
Weatherford ISD,2018,1,109,59,0,0,10
Weslaco ISD,1999,1,123,123,0,0,0
Weslaco ISD,2000,1,139,129,0,0,7
Weslaco ISD,2001,1,119,117,0,0,3
Weslaco ISD,2002,2,159,140,4,4,7
Weslaco ISD,2003,2,225,221,0,7,13
Weslaco ISD,2004,2,355,336,82,82,32
Weslaco ISD,2005,2,222,204,40,40,17
Weslaco ISD,2006,2,238,218,74,65,5
Weslaco ISD,2007,3,590,417,127,126,19
Weslaco ISD,2008,3,735,488,149,148,16
Weslaco ISD,2009,3,879,611,223,211,22
Weslaco ISD,2010,3,996,680,252,238,27
Weslaco ISD,2011,3,983,719,257,245,35
Weslaco ISD,2012,4,843,714,146,126,41
Weslaco ISD,2013,4,1111,947,188,171,43
Weslaco ISD,2014,4,1389,1170,287,270,52
Weslaco ISD,2015,6,2156,1783,575,567,106
Weslaco ISD,2016,5,2359,2048,682,660,118
Weslaco ISD,2017,5,2876,2506,781,774,141
Weslaco ISD,2018,5,3187,2818,898,859,144
West Orange-Cove Cons ISD,2009,1,9,6,0,0,0
West Orange-Cove Cons ISD,2010,1,51,50,0,0,1
West Orange-Cove Cons ISD,2011,1,74,68,0,0,1
West Orange-Cove Cons ISD,2012,1,100,97,0,0,3
West Orange-Cove Cons ISD,2013,1,117,115,0,0,1
West Orange-Cove Cons ISD,2014,1,83,76,0,0,3
West Orange-Cove Cons ISD,2015,1,77,77,0,0,3
West Orange-Cove Cons ISD,2016,1,66,63,0,0,5
West Orange-Cove Cons ISD,2017,1,90,90,0,0,4
West Orange-Cove Cons ISD,2018,1,97,54,0,0,6
White Settlement ISD,2016,1,457,117,1,3,40
White Settlement ISD,2017,1,804,215,14,9,72
White Settlement ISD,2018,1,945,271,31,26,101
Whitehouse ISD,2014,1,265,142,8,8,6
Whitehouse ISD,2015,1,310,149,10,10,8
Whitehouse ISD,2016,2,480,227,14,14,26
Whitehouse ISD,2017,2,705,321,33,31,49
Whitehouse ISD,2018,2,1012,398,64,54,69
Wichita Falls ISD,1999,1,67,3,0,0,0
Wichita Falls ISD,2000,1,67,0,0,0,0
Wichita Falls ISD,2001,1,69,35,0,0,0
Wichita Falls ISD,2002,1,81,37,0,0,3
Wichita Falls ISD,2003,1,159,63,0,0,10
Wichita Falls ISD,2004,1,173,87,0,0,14
Wichita Falls ISD,2005,1,156,64,0,0,9
Wichita Falls ISD,2006,1,168,78,0,0,10
Wichita Falls ISD,2007,1,173,71,0,0,9
Wichita Falls ISD,2008,1,161,71,0,0,6
Wichita Falls ISD,2009,1,166,79,0,0,4
Wichita Falls ISD,2010,1,197,54,0,0,9
Wichita Falls ISD,2011,1,187,55,0,0,6
Wichita Falls ISD,2012,1,192,96,0,0,14
Wichita Falls ISD,2013,1,168,85,0,0,18
Wichita Falls ISD,2014,1,159,97,0,0,16
Wichita Falls ISD,2015,1,115,60,0,0,13
Willis ISD,2009,1,145,40,0,0,3
Willis ISD,2010,1,153,46,0,0,8
Willis ISD,2011,1,314,147,0,0,17
Willis ISD,2012,1,332,107,0,0,21
Willis ISD,2013,1,145,54,0,0,15
Willis ISD,2014,1,158,79,0,0,13
Willis ISD,2015,1,147,54,0,0,9
Willis ISD,2016,1,144,44,0,0,15
Willis ISD,2017,1,157,67,7,7,13
Willis ISD,2018,1,161,84,8,8,17
Wimberley ISD,2003,1,119,38,0,0,25
Wimberley ISD,2004,1,125,49,0,0,21
Wimberley ISD,2005,1,115,39,0,0,26
Wimberley ISD,2006,1,99,40,0,0,18
Wimberley ISD,2007,1,124,38,0,0,21
Wimberley ISD,2008,1,122,31,0,0,16
Wimberley ISD,2009,1,121,34,0,0,10
Wimberley ISD,2010,1,124,56,0,0,14
Wimberley ISD,2011,1,139,71,0,0,13
Wimberley ISD,2012,1,146,74,0,0,12
Wimberley ISD,2013,1,137,64,0,0,14
Wimberley ISD,2014,1,150,79,0,0,17
Wimberley ISD,2015,1,146,74,0,0,14
Wimberley ISD,2016,1,164,67,0,0,16
Wimberley ISD,2017,1,159,73,0,0,17
Wimberley ISD,2018,1,157,63,0,0,14
Ysleta ISD,2001,1,185,150,50,0,6
Ysleta ISD,2002,3,433,252,90,78,19
Ysleta ISD,2003,4,913,685,302,134,56
Ysleta ISD,2004,2,871,518,246,129,56
Ysleta ISD,2005,3,825,726,231,173,63
Ysleta ISD,2006,3,693,588,143,159,40
Ysleta ISD,2007,5,1241,960,244,199,70
Ysleta ISD,2008,5,1339,1149,186,147,61
Ysleta ISD,2009,5,1393,1052,294,290,62
Ysleta ISD,2010,5,1560,1183,280,249,77
Ysleta ISD,2011,3,1125,837,114,92,50
Ysleta ISD,2012,3,1158,890,117,99,47
Ysleta ISD,2013,3,1353,1033,172,132,54
Ysleta ISD,2014,3,1369,1065,229,184,62
Ysleta ISD,2015,3,1410,1045,248,222,77
Ysleta ISD,2016,4,1412,1093,286,254,92
Ysleta ISD,2017,5,1891,1394,437,394,129
Ysleta ISD,2018,5,1992,1316,467,434,158
