NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOPNUM,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Southwest Preparatory School,2005,4,878,136.7,0,0,117
Southwest Preparatory School,2006,4,955,266.6,9,7,129
Southwest Preparatory School,2007,4,948,238.4,9,7,146
Southwest Preparatory School,2008,4,920,235.9,14,10,123
Southwest Preparatory School,2009,4,758,280.9,6,3,105
Southwest Preparatory School,2010,4,805,249.8,6,2,101
Southwest Preparatory School,2011,4,772,285.8,10,5,105
Southwest Preparatory School,2012,4,468,280,2,2,66
Southwest Preparatory School,2013,4,508,262.2,19,11,74
Southwest Preparatory School,2014,5,627,362.1,77,53,80
Southwest Preparatory School,2015,5,898,396.3,114,58,100
Southwest Preparatory School,2016,5,891,397.7,99,64,91
Southwest Preparatory School,2017,6,908,457.4,109,72,92
Southwest Preparatory School,2018,6,879,469.7,107,77,95
Southwest Preparatory School,2019,6,970,0,50,0,27
Southwest Schools,2000,2,241,168.7,0,0,6
Southwest Schools,2001,2,444,140,136,137,57
Southwest Schools,2002,1,446,23.3,13,13,24
Southwest Schools,2003,3,475,127,5,4,35
Southwest Schools,2004,4,493,337.9,107,107,75
Southwest Schools,2005,3,1138,253.3,297,229,83
Southwest Schools,2006,5,1137,445.6,441,367,58
Southwest Schools,2007,6,1687,456.1,646,560,188
Southwest Schools,2008,6,1774,424.9,649,603,118
Southwest Schools,2009,5,2292,278,308,268,218
Southwest Schools,2010,6,3594,466.6,612,573,284
Southwest Schools,2011,7,3867,521.6,641,624,319
Southwest Schools,2012,6,1613,521.8,713,692,132
Southwest Schools,2013,6,1728,538.4,859,840,111
Southwest Schools,2014,6,1948,532.4,916,900,130
Southwest Schools,2015,6,1988,513.1,986,950,153
Southwest Schools,2016,6,1853,549.4,990,957,168
Southwest Schools,2017,6,1838,505.8,1054,1012,163
Southwest Schools,2018,6,2025,524.3,1175,1106,161
Southwest Schools,2019,6,2042,0,494,576,143
St Anthony School,2004,1,202,35.1,0,0,0
St Anthony School,2005,1,205,35.6,0,0,14
St Anthony School,2006,1,197,38.6,0,0,9
St Anthony School,2007,1,228,43,0,0,7
St Anthony School,2008,2,231,96.7,0,0,10
St Anthony School,2009,2,244,73,0,0,7
St Anthony School,2010,2,288,115.7,0,0,5
St Anthony School,2011,2,290,126.8,0,0,11
St Anthony School,2012,2,308,143.5,0,0,20
St Anthony School,2013,2,302,143.4,0,0,17
St Anthony School,2014,2,311,129.5,0,0,18
St Anthony School,2015,2,308,141.6,0,0,22
St Anthony School,2016,2,316,136.4,0,0,22
St Anthony School,2017,2,313,136.3,0,0,23
St Anthony School,2018,2,334,132.3,0,0,21
St Anthony School,2019,2,318,0,0,0,24
St Mary's Academy Charter School,2002,1,190,53.2,0,0,11
St Mary's Academy Charter School,2003,1,208,55.3,0,0,22
St Mary's Academy Charter School,2004,1,196,77,0,0,28
St Mary's Academy Charter School,2005,1,223,80.3,0,0,40
St Mary's Academy Charter School,2006,1,224,76.3,0,0,38
St Mary's Academy Charter School,2007,1,283,71.7,0,0,35
St Mary's Academy Charter School,2008,1,299,77.6,0,0,29
St Mary's Academy Charter School,2009,1,319,77.7,1,1,32
St Mary's Academy Charter School,2010,1,333,77.8,0,0,35
St Mary's Academy Charter School,2011,1,361,75.9,5,5,32
St Mary's Academy Charter School,2012,1,396,76.3,4,4,41
St Mary's Academy Charter School,2013,1,431,77.3,0,0,31
St Mary's Academy Charter School,2014,1,434,76.7,2,2,30
St Mary's Academy Charter School,2015,1,450,71.8,7,7,24
St Mary's Academy Charter School,2016,1,442,79.2,11,11,26
St Mary's Academy Charter School,2017,1,443,80.1,10,10,29
St Mary's Academy Charter School,2018,1,457,85.3,5,5,32
St Mary's Academy Charter School,2019,1,429,0,0,0,37
Step Charter School,2007,1,87,100,20,20,6
Step Charter School,2008,1,141,100,33,30,9
Step Charter School,2009,1,172,100,56,52,18
Step Charter School,2010,1,203,90.1,70,63,17
Step Charter School,2011,1,233,90.1,95,94,21
Step Charter School,2012,1,250,89.2,105,104,23
Step Charter School,2013,1,290,91.7,128,128,28
Step Charter School,2014,1,307,85,102,102,30
Step Charter School,2015,1,341,99.7,103,103,40
Step Charter School,2016,1,347,90.2,124,124,44
Step Charter School,2017,2,452,154.6,207,207,41
Step Charter School,2018,2,474,161.3,229,228,33
Step Charter School,2019,2,519,0,280,0,32
Stephen F Austin State University,2009,1,154,10.4,0,0,11
Stephen F Austin State University,2010,1,221,11.3,0,0,12
Stephen F Austin State University,2011,1,261,14.9,0,0,10
Stephen F Austin State University,2012,1,259,9.7,1,1,10
Stephen F Austin State University,2013,1,252,7.5,3,2,10
Stephen F Austin State University,2014,1,246,6.9,2,1,12
Stephen F Austin State University,2015,1,250,7.6,3,2,8
Stephen F Austin State University,2016,1,242,5.8,4,3,7
Stephen F Austin State University,2017,1,255,8.6,6,5,16
Stephen F Austin State University,2018,1,255,8.6,7,7,13
Stephen F Austin State University,2019,1,254,0,0,0,19
Tekoa Academy Of Accelerated Studies,2000,1,157,55.4,0,0,5
Tekoa Academy Of Accelerated Studies,2001,1,117,76.9,0,0,10
Tekoa Academy Of Accelerated Studies,2002,2,209,147.8,0,0,5
Tekoa Academy Of Accelerated Studies,2003,1,160,91.9,0,0,21
Tekoa Academy Of Accelerated Studies,2004,1,222,61.7,0,0,18
Tekoa Academy Of Accelerated Studies,2005,1,334,91.3,0,0,29
Tekoa Academy Of Accelerated Studies,2006,1,343,60.3,0,0,17
Tekoa Academy Of Accelerated Studies,2007,1,338,95.6,0,0,32
Tekoa Academy Of Accelerated Studies,2008,1,411,92,0,0,27
Tekoa Academy Of Accelerated Studies,2009,2,396,161,0,0,32
Tekoa Academy Of Accelerated Studies,2010,2,421,193.9,0,0,29
Tekoa Academy Of Accelerated Studies,2011,4,493,384.3,0,0,27
Tekoa Academy Of Accelerated Studies,2012,4,491,397,0,0,29
Tekoa Academy Of Accelerated Studies,2013,4,515,351.9,0,0,22
Tekoa Academy Of Accelerated Studies,2014,4,405,338.1,0,0,18
Tekoa Academy Of Accelerated Studies,2015,4,426,369.2,0,0,15
Tekoa Academy Of Accelerated Studies,2016,4,492,371.5,0,0,17
Tekoa Academy Of Accelerated Studies,2017,4,523,378.6,0,0,17
Tekoa Academy Of Accelerated Studies,2018,4,408,221.9,0,0,15
Tekoa Academy Of Accelerated Studies,2019,4,464,0,0,0,0
Texans Can Academies,1997,1,221,0,31,0,4
Texans Can Academies,1998,1,565,59.5,2,0,14
Texans Can Academies,1999,2,752,62.4,0,0,40
Texans Can Academies,2000,2,747,140.9,50,27,54
Texans Can Academies,2001,2,817,107,21,12,67
Texans Can Academies,2002,2,849,131.9,89,48,93
Texans Can Academies,2003,2,900,156.8,79,70,98
Texans Can Academies,2004,3,1247,200.3,283,242,184
Texans Can Academies,2005,4,1335,273.5,354,205,199
Texans Can Academies,2006,4,1712,267.8,346,218,184
Texans Can Academies,2007,4,1802,314.9,483,386,215
Texans Can Academies,2008,4,1825,281,386,306,232
Texans Can Academies,2009,4,1736,355,263,190,247
Texans Can Academies,2010,4,2123,353.2,333,267,291
Texans Can Academies,2011,4,1715,370.4,286,235,215
Texans Can Academies,2012,4,2136,383.9,359,314,287
Texans Can Academies,2013,4,2092,378.9,292,266,243
Texans Can Academies,2014,10,4258,934.5,624,619,498
Texans Can Academies,2015,11,4158,1038.5,640,622,435
Texans Can Academies,2016,11,4468,1031.2,765,766,427
Texans Can Academies,2017,13,5262,1115.6,866,830,412
Texans Can Academies,2018,13,5809,1090.5,973,959,429
Texans Can Academies,2019,13,5269,0,1175,0,402
Texas Academy Of Excellence,1997,1,56,39.3,0,0,0
Texas Academy Of Excellence,1998,1,77,57.1,0,0,0
Texas Academy Of Excellence,1999,1,136,45.6,0,0,0
Texas Academy Of Excellence,2000,1,178,60.7,0,0,0
Texas Academy Of Excellence,2001,1,229,65.1,0,0,4
Texas Academy Of Excellence,2002,1,286,61.9,0,0,9
Texas Academy Of Excellence,2003,1,320,58.4,0,0,14
Texas Academy Of Excellence,2004,1,377,61.5,2,1,25
Texas College Preparatory Academie,2019,4,1160,0,13,0,67
Texas College Preparatory Academies,2009,8,724,414.1,171,171,31
Texas College Preparatory Academies,2010,13,1633,640.9,215,215,95
Texas College Preparatory Academies,2011,15,2762,732.2,249,249,223
Texas College Preparatory Academies,2012,8,2167,283,0,0,220
Texas College Preparatory Academies,2013,21,4018,753.2,112,112,320
Texas College Preparatory Academies,2014,24,5191,947.3,340,340,377
Texas College Preparatory Academies,2015,26,6120,802.3,486,486,392
Texas College Preparatory Academies,2016,30,8157,1083.3,804,804,478
Texas College Preparatory Academies,2017,31,9358,1362,1160,1159,582
Texas College Preparatory Academies,2018,31,9481,1354.7,1213,1206,620
Texas College Preparatory Academies,2019,27,9649,0,766,0,617
Texas Empowerment Academy,1999,1,46,43.5,0,0,4
Texas Empowerment Academy,2000,1,61,62.3,0,0,0
Texas Empowerment Academy,2001,1,75,68,0,0,14
Texas Empowerment Academy,2002,1,105,58.1,0,0,15
Texas Empowerment Academy,2003,1,119,42,0,0,24
Texas Empowerment Academy,2004,1,125,35.2,0,0,27
Texas Empowerment Academy,2005,1,122,59.8,0,0,31
Texas Empowerment Academy,2006,1,117,28.2,0,0,27
Texas Empowerment Academy,2007,1,122,69.7,0,0,17
Texas Empowerment Academy,2008,1,119,65.5,0,0,15
Texas Empowerment Academy,2009,1,141,63.8,0,0,22
Texas Empowerment Academy,2010,2,227,143.3,0,0,28
Texas Empowerment Academy,2011,2,251,136.3,0,0,32
Texas Empowerment Academy,2012,2,259,147.6,0,0,23
Texas Empowerment Academy,2013,2,218,143,0,0,17
Texas Empowerment Academy,2014,2,237,160.2,0,0,16
Texas Empowerment Academy,2015,2,271,200,0,0,15
Texas Empowerment Academy,2016,2,287,141.7,0,0,16
Texas Empowerment Academy,2017,2,294,134.5,0,0,18
Texas Empowerment Academy,2018,2,297,165.2,0,0,23
Texas Empowerment Academy,2019,2,366,0,0,0,0
Texas Leadership,2010,1,633,45.3,0,0,44
Texas Leadership,2011,1,745,44.8,10,6,45
Texas Leadership,2012,1,836,46.1,10,10,52
Texas Leadership,2013,1,960,42.3,10,10,71
Texas Leadership,2014,2,1165,82,20,19,78
Texas Leadership,2015,3,1766,142.5,44,36,100
Texas Leadership,2016,4,2332,203.4,104,99,149
Texas Leadership,2017,4,2656,205.2,107,104,180
Texas Leadership,2018,4,2737,210.7,111,109,188
Texas Leadership,2019,4,2962,0,65,0,255
Texas Preparatory School,2002,1,87,1.1,0,0,8
Texas Preparatory School,2003,1,117,56.4,0,0,17
Texas Preparatory School,2004,1,124,53.2,1,1,18
Texas Preparatory School,2005,1,88,51.1,0,0,10
Texas Preparatory School,2006,1,88,64.8,0,0,8
Texas Preparatory School,2007,1,92,69.6,0,0,10
Texas Preparatory School,2008,1,77,31.2,0,0,5
Texas Preparatory School,2009,1,80,48.8,0,0,7
Texas Preparatory School,2010,1,105,85.7,0,0,4
Texas Preparatory School,2011,1,133,49.6,0,0,5
Texas Preparatory School,2012,1,146,69.9,0,0,11
Texas Preparatory School,2013,1,138,70.3,0,0,9
Texas Preparatory School,2014,2,199,139.9,0,0,14
Texas Preparatory School,2015,2,280,143.7,0,0,24
Texas Preparatory School,2016,2,251,147.6,0,0,21
Texas Preparatory School,2017,2,287,151.3,0,0,28
Texas Preparatory School,2018,2,248,147.7,0,0,28
Texas Preparatory School,2019,2,191,0,0,0,0
Texas School Of The Arts,2008,1,133,0,1,1,2
Texas School Of The Arts,2009,1,153,3.9,1,1,12
Texas School Of The Arts,2010,1,155,1.9,0,4,8
Texas School Of The Arts,2011,1,152,2,3,3,12
Texas School Of The Arts,2012,1,159,8.2,0,0,25
Texas School Of The Arts,2013,1,296,15.2,0,0,17
Texas School Of The Arts,2014,1,329,11.9,2,2,22
Texas School Of The Arts,2015,1,334,9.6,4,3,17
Texas School Of The Arts,2016,1,327,9.8,10,10,9
Texas School Of The Arts,2017,1,342,10.2,17,23,12
Texas School Of The Arts,2018,1,345,2.9,32,32,17
Texas School Of The Arts,2019,1,330,0,37,0,24
Texas Serenity Academy,2000,2,25,163.2,0,0,16
Texas Serenity Academy,2001,2,24,37.8,0,0,14
Texas Serenity Academy,2002,2,38,155.8,0,0,11
Texas Serenity Academy,2003,1,6,0,0,0,2
Texas Serenity Academy,2004,1,6,50,0,0,2
Texas Serenity Academy,2006,1,384,31.5,0,0,28
Texas Serenity Academy,2007,2,222,166.5,0,0,15
Texas Serenity Academy,2008,1,246,99.2,28,28,49
Texas Serenity Academy,2009,1,339,74.9,77,77,31
Texas Serenity Academy,2010,1,390,91.8,51,51,41
Texas Serenity Academy,2011,1,408,93.4,72,61,26
Texas Serenity Academy,2012,1,412,88.1,104,95,24
Texas Serenity Academy,2013,1,427,91.3,143,135,27
Texas Serenity Academy,2014,1,416,94,168,154,27
Texas Serenity Academy,2015,1,408,91.9,158,146,31
Texas Serenity Academy,2016,1,387,93.8,156,143,22
Texas Serenity Academy,2017,2,507,163.4,170,160,27
Texas Serenity Academy,2018,2,503,190.5,117,111,26
Texas Serenity Academy,2019,2,486,0,0,0,40
The Excel Center,2015,1,132,80.3,0,0,0
The Excel Center,2016,2,426,122.1,21,21,12
The Excel Center,2017,3,374,111.4,103,103,9
The Excel Center,2018,3,546,191.9,196,196,21
The Excel Center,2019,1,396,0,0,0,0
The Excel Center (For Adults),2019,5,310,0,0,0,0
The Lawson Academy,2012,1,276,73.9,12,0,13
The Lawson Academy,2013,1,229,63.8,10,0,14
The Lawson Academy,2014,1,201,72.6,13,0,16
The Lawson Academy,2015,1,154,74.7,7,0,18
The Lawson Academy,2016,1,149,40.9,6,0,17
The Lawson Academy,2017,1,237,57.4,5,0,25
The Lawson Academy,2018,1,233,83.7,2,0,23
The Lawson Academy,2019,1,195,0,0,0,15
The Legends Academy,2010,1,33,3,0,0,6
The Legends Academy,2011,1,65,43.1,0,0,7
The Legends Academy,2012,1,72,20.8,0,0,22
The Pro-Vision Academy,2014,2,263,191.9,2,2,47
The Pro-Vision Academy,2015,2,356,188.2,4,4,61
The Pro-Vision Academy,2016,2,363,186.2,2,2,50
The Pro-Vision Academy,2017,2,340,181.9,2,2,58
The Pro-Vision Academy,2018,2,403,188.1,0,0,62
The Pro-Vision Academy,2019,2,516,0,0,0,77
The Rhodes School,2008,1,91,80.2,0,0,0
The Rhodes School,2009,1,128,39.8,0,0,13
The Rhodes School,2010,1,298,79.5,0,0,15
The Rhodes School,2011,1,355,80.8,0,0,21
The Rhodes School,2012,1,595,86.4,0,0,22
The Rhodes School,2013,1,724,81.1,35,24,28
The Rhodes School,2014,1,683,72.6,27,20,30
The Rhodes School,2015,2,804,137.1,21,14,33
The Rhodes School,2016,3,914,248.4,27,19,54
The Rhodes School,2017,4,1186,289.6,24,19,89
The Rhodes School,2018,4,1177,237,33,28,90
The Rhodes School,2019,3,882,0,26,0,45
The School Of Liberal Arts And Sciences,2000,1,42,66.7,11,12,0
The School Of Liberal Arts And Sciences,2001,1,64,79.7,18,18,4
The School Of Liberal Arts And Sciences,2002,1,119,68.1,43,42,2
The School Of Liberal Arts And Sciences,2003,1,249,53.4,40,33,11
The School Of Liberal Arts And Sciences,2004,1,333,79,91,79,20
The School Of Liberal Arts And Sciences,2005,1,473,78,167,133,19
The School Of Liberal Arts And Sciences,2006,1,552,86.4,166,140,19
The School Of Liberal Arts And Sciences,2007,1,545,88.1,132,76,19
The School Of Liberal Arts And Sciences,2008,1,640,64.8,168,109,20
The School Of Liberal Arts And Sciences,2009,1,706,94.8,196,196,23
The School Of Liberal Arts And Sciences,2010,1,714,93,247,240,18
The Varnett Public School,1999,1,347,78.1,0,0,24
The Varnett Public School,2000,1,491,67.4,0,0,17
The Varnett Public School,2001,1,626,11.5,0,0,42
The Varnett Public School,2002,1,720,41.8,0,0,30
The Varnett Public School,2003,1,749,49.7,0,1,39
The Varnett Public School,2004,3,1110,31.1,61,61,67
The Varnett Public School,2005,3,1126,86.3,0,0,71
The Varnett Public School,2006,3,1180,263.1,133,133,41
The Varnett Public School,2007,3,1450,227.2,260,259,41
The Varnett Public School,2008,3,1525,268,283,283,37
The Varnett Public School,2009,3,1464,288.5,368,369,32
The Varnett Public School,2010,3,1552,293.1,441,433,28
The Varnett Public School,2011,3,1667,294.9,440,421,31
The Varnett Public School,2012,3,1729,296,576,538,42
The Varnett Public School,2013,3,1595,297,577,541,30
The Varnett Public School,2014,3,1790,297.6,641,593,31
The Varnett Public School,2015,3,1614,296.4,640,600,40
The Varnett Public School,2016,3,1668,258.6,679,665,42
The Varnett Public School,2017,3,1607,262,707,673,51
The Varnett Public School,2018,4,1474,294,720,684,61
The Varnett Public School,2019,4,1576,0,657,0,40
Theresa B Lee Academy,2000,1,125,59.2,0,0,2
Theresa B Lee Academy,2001,1,176,60.2,1,2,12
Theresa B Lee Academy,2002,1,240,97.5,1,1,16
Theresa B Lee Academy,2003,1,197,50.3,0,0,11
Theresa B Lee Academy,2004,1,238,60.5,0,0,19
Theresa B Lee Academy,2005,1,277,80.5,0,0,40
Theresa B Lee Academy,2006,1,266,33.1,0,0,33
Theresa B Lee Academy,2007,1,274,54,0,0,14
Theresa B Lee Academy,2008,1,189,60.8,0,0,13
Transformative Charter Academy,1999,1,109,0,0,0,9
Transformative Charter Academy,2000,1,106,0,0,0,7
Transformative Charter Academy,2001,1,73,0,0,0,1
Transformative Charter Academy,2002,1,106,0,0,0,11
Transformative Charter Academy,2003,1,105,1,0,0,6
Transformative Charter Academy,2004,1,134,57.5,0,0,14
Transformative Charter Academy,2005,1,99,52.5,0,0,8
Transformative Charter Academy,2006,1,84,64.3,0,0,12
Transformative Charter Academy,2007,1,83,60.2,0,0,13
Transformative Charter Academy,2008,1,59,66.1,0,0,6
Transformative Charter Academy,2009,1,69,62.3,0,0,2
Transformative Charter Academy,2010,1,80,58.8,0,0,3
Transformative Charter Academy,2011,1,75,61.3,0,0,4
Transformative Charter Academy,2012,1,49,63.3,0,0,12
Transformative Charter Academy,2013,1,66,36.4,0,0,9
Transformative Charter Academy,2014,1,91,68.1,0,0,6
Transformative Charter Academy,2015,1,72,65.3,0,0,1
Treetops School International,1999,1,145,0,0,0,0
Treetops School International,2000,1,221,3.2,2,0,0
Treetops School International,2001,1,234,1.7,0,0,22
Treetops School International,2002,1,273,1.1,0,0,26
Treetops School International,2003,1,307,0.7,0,0,17
Treetops School International,2004,1,301,1.7,0,0,25
Treetops School International,2005,1,272,6.3,0,0,25
Treetops School International,2006,1,231,5.6,0,0,29
Treetops School International,2007,1,226,8,0,0,27
Treetops School International,2008,1,262,6.1,0,0,40
Treetops School International,2009,1,341,16.7,0,0,31
Treetops School International,2010,1,362,13,0,0,23
Treetops School International,2011,1,326,12,0,0,24
Treetops School International,2012,1,325,26.5,0,0,20
Treetops School International,2013,1,349,18.3,0,0,23
Treetops School International,2014,1,342,14,0,2,22
Treetops School International,2015,1,363,10.7,0,2,21
Treetops School International,2016,1,392,13,0,2,22
Treetops School International,2017,1,415,16.4,0,2,25
Treetops School International,2018,1,381,17.6,4,4,23
Treetops School International,2019,1,387,0,0,0,21
Trinity Basin Preparatory,2000,1,253,75.1,0,0,0
Trinity Basin Preparatory,2001,1,613,91.5,0,0,16
Trinity Basin Preparatory,2002,1,674,76.1,205,205,7
Trinity Basin Preparatory,2003,1,661,43.1,102,101,33
Trinity Basin Preparatory,2004,1,406,91.9,131,129,45
Trinity Basin Preparatory,2005,1,478,89.7,236,235,43
Trinity Basin Preparatory,2006,1,493,86.4,251,248,32
Trinity Basin Preparatory,2007,1,444,91.9,227,222,22
Trinity Basin Preparatory,2008,1,526,88,196,158,20
Trinity Basin Preparatory,2009,1,554,89.2,211,211,17
Trinity Basin Preparatory,2010,1,618,90,237,235,19
Trinity Basin Preparatory,2011,2,1362,188.9,591,585,36
Trinity Basin Preparatory,2012,2,1300,185,693,685,54
Trinity Basin Preparatory,2013,1,1622,91.6,959,947,88
Trinity Basin Preparatory,2014,1,1732,90.5,1169,1150,117
Trinity Basin Preparatory,2015,1,1840,90.9,1263,1227,130
Trinity Basin Preparatory,2016,1,2353,91.3,1442,1407,153
Trinity Basin Preparatory,2017,1,2778,89.3,1783,1757,214
Trinity Basin Preparatory,2018,1,3151,79.1,1918,1894,238
Trinity Basin Preparatory,2019,2,3842,0,572,0,342
Trinity Charter School,2005,4,226,400,0,0,218
Trinity Charter School,2006,4,230,398.2,0,0,223
Trinity Charter School,2007,4,218,400,31,31,141
Trinity Charter School,2008,4,218,400,47,47,116
Trinity Charter School,2009,6,288,594.3,2,1,181
Trinity Charter School,2010,5,277,483,3,3,162
Trinity Charter School,2011,4,269,255.1,0,0,163
Trinity Charter School,2012,3,195,293.4,6,6,90
Trinity Charter School,2013,2,137,200,5,5,54
Trinity Charter School,2014,3,315,298.2,6,4,113
Trinity Charter School,2015,7,490,698.8,65,65,198
Trinity Charter School,2016,7,496,700,78,78,179
Trinity Charter School,2017,8,597,800,174,174,160
Trinity Charter School,2018,8,503,800,131,131,151
Trinity Charter School,2019,10,399,0,13,0,149
Trinity Environmental Academy,2016,1,143,90.2,12,9,14
Trinity Environmental Academy,2017,1,239,91.2,9,8,22
Trinity Environmental Academy,2018,2,318,183.5,23,22,24
Triumph Public High Schools-Rio Gr,2019,1,71,0,0,0,15
Trivium Academy,2017,1,354,6.5,7,6,32
Trivium Academy,2018,1,522,4.6,18,16,42
Trivium Academy,2019,1,591,0,28,0,56
Two Dimensions Preparatory Academy,1999,1,161,55.9,0,0,0
Two Dimensions Preparatory Academy,2000,1,185,59.5,0,0,6
Two Dimensions Preparatory Academy,2001,1,223,71.3,0,0,3
Two Dimensions Preparatory Academy,2002,1,277,79.8,0,0,13
Two Dimensions Preparatory Academy,2003,1,520,89.8,26,26,14
Two Dimensions Preparatory Academy,2004,3,542,280.3,12,12,11
Two Dimensions Preparatory Academy,2005,3,608,286,26,26,28
Two Dimensions Preparatory Academy,2006,3,524,275.6,17,17,17
Two Dimensions Preparatory Academy,2007,3,519,286,21,28,27
Two Dimensions Preparatory Academy,2008,3,559,287,31,32,26
Two Dimensions Preparatory Academy,2009,3,469,286.1,27,27,11
Two Dimensions Preparatory Academy,2010,3,428,288.7,19,19,16
Two Dimensions Preparatory Academy,2011,3,536,297.2,29,29,15
Two Dimensions Preparatory Academy,2012,3,562,290.2,35,35,13
Two Dimensions Preparatory Academy,2013,3,550,288.8,39,39,9
Two Dimensions Preparatory Academy,2014,3,552,281.3,17,17,13
Two Dimensions Preparatory Academy,2015,3,533,285.5,35,35,13
Two Dimensions Preparatory Academy,2016,3,486,289.8,27,27,14
Two Dimensions Preparatory Academy,2017,3,534,289.1,26,26,9
Two Dimensions Preparatory Academy,2018,3,536,283.5,29,29,11
Two Dimensions Preparatory Academy,2019,3,537,0,15,0,0
Ume Preparatory Academy,2013,1,337,13.4,7,6,9
Ume Preparatory Academy,2014,1,392,17.1,9,8,21
Ume Preparatory Academy,2015,1,413,22,11,11,22
Ume Preparatory Academy,2016,1,429,27.7,12,12,20
Ume Preparatory Academy,2017,2,627,70.5,11,11,23
Ume Preparatory Academy,2018,2,790,40.4,28,27,34
Ume Preparatory Academy,2019,2,1197,0,64,0,0
Universal Academy,1999,1,76,32.9,0,0,0
Universal Academy,2000,1,382,47.6,0,4,27
Universal Academy,2001,1,768,41.5,0,3,37
Universal Academy,2002,2,951,50.2,44,44,56
Universal Academy,2003,2,1022,56.2,57,56,46
Universal Academy,2004,2,1233,64.5,76,65,65
Universal Academy,2005,2,1076,72.1,59,91,37
Universal Academy,2006,2,1160,82.7,111,93,58
Universal Academy,2007,2,1260,86.7,145,122,48
Universal Academy,2008,2,1301,80.8,145,132,31
Universal Academy,2009,2,1472,79.7,290,278,31
Universal Academy,2010,2,1396,86.1,276,260,22
Universal Academy,2011,2,1511,86,363,348,26
Universal Academy,2012,2,1444,91.4,350,334,24
Universal Academy,2013,2,1469,90.4,405,390,27
Universal Academy,2014,2,1518,92.3,453,437,29
Universal Academy,2015,2,1790,92.7,486,473,33
Universal Academy,2016,2,1985,86.6,533,523,38
Universal Academy,2017,2,2083,82.2,629,622,33
Universal Academy,2018,2,2160,86.9,598,591,46
Universal Academy,2019,2,2282,0,292,0,60
University of Houston Charter Schools,1998,1,40,0,0,0,0
University of Houston Charter Schools,1999,1,81,0,0,0,0
University of Houston Charter Schools,2000,1,101,0,2,2,1
University of Houston Charter Schools,2001,1,132,14.4,2,2,7
University of Houston Charter Schools,2002,1,129,17.1,2,2,10
University of Houston Charter Schools,2003,1,122,0,1,1,14
University of Houston Charter Schools,2004,1,135,28.1,1,1,18
University of Houston Charter Schools,2005,1,127,24.4,1,1,24
University of Houston Charter Schools,2006,1,133,29.3,2,1,16
University of Houston Charter Schools,2007,1,132,23.5,3,3,12
University of Houston Charter Schools,2008,1,130,27.7,3,3,14
University of Houston Charter Schools,2009,1,129,18.6,2,2,10
University of Houston Charter Schools,2010,1,133,14.3,4,4,7
University of Houston Charter Schools,2011,1,135,17,4,4,9
University of Houston Charter Schools,2012,1,132,38.6,3,3,13
University of Houston Charter Schools,2013,1,133,40.6,3,3,14
University of Houston Charter Schools,2014,1,138,34.8,4,4,11
University of Houston Charter Schools,2015,1,139,25.9,4,4,10
University of Houston Charter Schools,2016,1,121,24.8,2,2,8
University of Houston Charter Schools,2017,1,128,32.8,7,4,12
University of Houston Charter Schools,2018,1,127,52,2,1,15
University of Houston Charter Schools,2019,1,131,0,0,0,16
University Of Texas At Austin H S,2019,1,247,0,0,0,0
university Of Texas Elementary Charters,2004,1,113,69.9,3,3,8
university Of Texas Elementary Charters,2005,1,150,75.3,7,7,10
university Of Texas Elementary Charters,2006,1,178,62.4,12,12,18
university Of Texas Elementary Charters,2007,1,216,66.2,20,20,17
university Of Texas Elementary Charters,2008,1,255,60.8,20,20,25
university Of Texas Elementary Charters,2009,1,252,62.3,28,28,24
university Of Texas Elementary Charters,2010,1,256,69.1,42,42,22
university Of Texas Elementary Charters,2011,1,259,68,38,38,20
university Of Texas Elementary Charters,2012,1,296,58.8,53,59,22
university Of Texas Elementary Charters,2013,1,298,64.8,60,60,28
university Of Texas Elementary Charters,2014,1,305,50.2,66,61,24
university Of Texas Elementary Charters,2015,1,304,55.3,61,57,18
university Of Texas Elementary Charters,2016,1,303,53.1,72,68,15
university Of Texas Elementary Charters,2017,1,304,57.9,78,75,19
university Of Texas Elementary Charters,2018,1,295,53.6,76,75,20
university Of Texas Elementary Charters,2019,1,295,0,47,0,46
University Of Texas University Cha,2019,3,70,0,0,0,14
University Of Texas University Charters,2000,4,44,0,0,0,32
University Of Texas University Charters,2001,7,125,0,0,0,100
University Of Texas University Charters,2002,11,229,627.7,0,0,166
University Of Texas University Charters,2003,16,524,1303.8,0,0,373
University Of Texas University Charters,2004,16,648,1367.4,6,8,461
University Of Texas University Charters,2005,18,902,1700,3,5,700
University Of Texas University Charters,2006,19,1024,1140.6,7,11,725
University Of Texas University Charters,2007,16,971,606,1,0,583
University Of Texas University Charters,2008,17,944,907.3,9,11,580
University Of Texas University Charters,2009,17,900,1005,23,22,531
University Of Texas University Charters,2010,16,907,1015.4,24,24,485
University Of Texas University Charters,2011,15,752,926.9,27,26,339
University Of Texas University Charters,2012,15,776,922.9,35,33,325
University Of Texas University Charters,2013,14,770,955.5,36,33,319
University Of Texas University Charters,2014,14,638,877.8,33,31,220
University Of Texas University Charters,2015,13,439,809.5,31,30,162
University Of Texas University Charters,2016,20,567,1065.5,32,32,192
University Of Texas University Charters,2017,21,583,947.8,28,28,196
University Of Texas University Charters,2018,20,674,1038.4,76,76,218
University Of Texas University Charters,2019,20,507,0,11,0,160
