NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOPNUM,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Uplift Education,1998,1,218,2.3,0,0,4
Uplift Education,1999,1,360,0,0,0,9
Uplift Education,2000,1,409,0,0,0,9
Uplift Education,2001,1,753,2.5,0,0,13
Uplift Education,2002,1,799,1.6,9,3,14
Uplift Education,2003,1,821,0.9,2,1,20
Uplift Education,2004,1,885,0.8,0,3,29
Uplift Education,2005,1,923,0,9,11,46
Uplift Education,2006,2,1056,63.2,14,14,48
Uplift Education,2007,3,1505,144.1,38,35,51
Uplift Education,2008,4,1705,173.4,102,44,70
Uplift Education,2009,15,3324,921.9,518,376,143
Uplift Education,2010,15,3961,990.6,752,661,181
Uplift Education,2011,17,4676,1148.7,933,771,232
Uplift Education,2012,22,5780,1564.6,1395,1285,286
Uplift Education,2013,24,7570,1743.5,1975,1852,415
Uplift Education,2014,26,9805,1891.3,2809,2538,565
Uplift Education,2015,27,11958,1971.5,3540,3365,729
Uplift Education,2016,29,13959,2168.6,4447,4393,852
Uplift Education,2017,34,15768,2550.4,4973,4906,1050
Uplift Education,2018,37,17291,2880.9,5485,5596,1208
Uplift Education,2019,38,20068,0,3091,0,1556
Ut Tyler Innovation Academy,2013,3,278,38.7,1,0,10
Ut Tyler Innovation Academy,2014,3,467,69.3,0,0,32
Ut Tyler Innovation Academy,2015,3,545,60.4,6,4,33
Ut Tyler Innovation Academy,2016,3,548,64.7,18,17,32
Ut Tyler Innovation Academy,2017,3,636,69.6,15,14,43
Ut Tyler Innovation Academy,2018,3,700,56.2,14,12,44
Ut Tyler Innovation Academy,2019,3,844,0,0,0,57
UTPB Stem Academy,2015,1,301,9.6,0,0,14
UTPB Stem Academy,2016,1,323,9.9,1,1,17
UTPB Stem Academy,2017,1,563,16.9,0,0,23
UTPB Stem Academy,2018,1,654,11.6,13,13,31
UTPB Stem Academy,2019,1,769,0,10,0,44
Valley High,2000,1,199,98.5,0,0,2
Valley High,2001,1,257,93,0,0,0
Valley High,2002,1,382,80.4,0,0,9
Valor Public Schools,2019,1,532,0,0,0,34
Vanguard Academy,2002,1,48,91.7,0,0,4
Vanguard Academy,2003,1,119,83.2,39,39,10
Vanguard Academy,2004,1,167,87.4,58,58,11
Vanguard Academy,2005,1,220,77.3,72,71,12
Vanguard Academy,2006,1,286,79.4,88,87,12
Vanguard Academy,2007,1,369,73.7,106,104,13
Vanguard Academy,2008,1,423,78.3,103,102,12
Vanguard Academy,2009,1,673,79.2,208,206,17
Vanguard Academy,2010,1,860,80.3,264,262,16
Vanguard Academy,2011,1,1062,82.9,286,280,20
Vanguard Academy,2012,1,1295,83.9,355,350,33
Vanguard Academy,2013,2,1695,166.6,515,511,42
Vanguard Academy,2014,3,2112,248.6,705,699,64
Vanguard Academy,2015,3,2333,244.5,817,810,76
Vanguard Academy,2016,3,2397,249.1,869,862,84
Vanguard Academy,2017,4,2883,331.3,1049,1041,96
Vanguard Academy,2018,4,3283,330.5,1188,1177,131
Vanguard Academy,2019,4,4473,0,385,1382,238
Victory Prep,2012,3,590,199.2,0,0,41
Victory Prep,2013,3,658,242.2,0,0,40
Victory Prep,2014,3,564,232.8,0,0,42
Victory Prep,2015,3,634,260.9,0,0,41
Victory Prep,2016,3,607,257.8,0,0,35
Village Tech Schools,2014,1,636,27.5,0,0,5
Village Tech Schools,2015,1,727,32.2,13,4,21
Village Tech Schools,2016,1,725,30.3,16,16,24
Village Tech Schools,2017,1,823,34.4,16,15,42
Village Tech Schools,2018,1,920,40.3,17,16,43
Village Tech Schools,2019,1,1217,0,27,0,86
Vista Del Futuro Charter School,2011,1,115,66.1,57,56,5
Vista Del Futuro Charter School,2012,1,131,56.5,42,38,10
Vista Del Futuro Charter School,2013,1,182,54.4,46,45,7
Vista Del Futuro Charter School,2014,1,255,56.1,63,55,14
Vista Del Futuro Charter School,2015,1,339,47.2,86,83,17
Vista Del Futuro Charter School,2016,1,364,49.5,97,87,27
Vista Del Futuro Charter School,2017,1,352,40.1,101,93,14
Vista Del Futuro Charter School,2018,1,336,24.1,90,69,14
Vista Del Futuro Charter School,2019,1,293,0,0,100,15
Waco Charter School,1997,1,62,95.2,0,0,0
Waco Charter School,1998,1,145,100,0,0,14
Waco Charter School,1999,1,187,94.7,24,23,16
Waco Charter School,2000,1,202,81.7,44,41,34
Waco Charter School,2001,1,168,91.7,38,38,31
Waco Charter School,2002,1,173,94.2,50,47,26
Waco Charter School,2003,1,159,88.7,57,50,23
Waco Charter School,2004,1,143,100,48,48,21
Waco Charter School,2005,1,158,100,60,59,18
Waco Charter School,2006,1,145,100,59,59,19
Waco Charter School,2007,1,153,100,61,56,15
Waco Charter School,2008,1,158,94.3,55,55,8
Waco Charter School,2009,1,182,95.1,67,67,9
Waco Charter School,2010,1,182,99.5,62,62,16
Waco Charter School,2011,1,258,99.6,83,80,24
Waco Charter School,2012,1,235,100,73,73,18
Waco Charter School,2013,1,263,98.9,70,70,17
Waco Charter School,2014,1,216,98.6,57,57,16
Waco Charter School,2015,1,223,99.6,57,57,18
Waco Charter School,2016,1,221,100,53,53,21
Waco Charter School,2017,1,205,100,54,54,17
Waco Charter School,2018,1,215,100,47,47,13
Waco Charter School,2019,1,244,0,64,0,16
Wa-Set Preparatory Academy,2000,1,24,0,0,0,0
Wa-Set Preparatory Academy,2001,1,84,72.6,0,0,5
Wa-Set Preparatory Academy,2002,1,168,81.5,0,0,7
Wa-Set Preparatory Academy,2003,1,147,88.4,0,0,13
Waxahachie Faith Family Academy,2000,1,172,54.7,2,2,11
Waxahachie Faith Family Academy,2001,1,241,53.9,0,0,22
Waxahachie Faith Family Academy,2002,1,291,48.1,0,0,38
Waxahachie Faith Family Academy,2003,1,343,48.7,0,0,54
Waxahachie Faith Family Academy,2004,1,319,66.1,0,0,57
Waxahachie Faith Family Academy,2005,1,408,61,0,0,45
Waxahachie Faith Family Academy,2006,1,269,61.7,8,8,33
Waxahachie Faith Family Academy,2007,1,282,64.9,9,9,24
Waxahachie Faith Family Academy,2008,1,250,64,4,4,22
Waxahachie Faith Family Academy,2009,3,253,171.4,8,4,25
Waxahachie Faith Family Academy,2010,3,260,171.5,6,4,36
Waxahachie Faith Family Academy,2011,3,207,147,11,9,21
Waxahachie Faith Family Academy,2012,3,420,163.4,28,26,22
Waxahachie Faith Family Academy,2013,3,450,108,49,48,21
Waxahachie Faith Family Academy,2014,3,414,96.2,51,49,26
Waxahachie Faith Family Academy,2015,3,509,238.1,61,57,26
Waxahachie Faith Family Academy,2016,4,2566,320,1293,1262,121
Waxahachie Faith Family Academy,2017,3,2551,275,1374,1337,131
Waxahachie Faith Family Academy,2018,2,2538,193.2,1303,1409,133
Waxahachie Faith Family Academy,2019,2,2666,0,478,819,187
Wayside Schools,1999,1,188,17,0,1,17
Wayside Schools,2000,1,270,12.2,0,4,22
Wayside Schools,2001,1,191,8.4,2,1,19
Wayside Schools,2002,1,162,4.9,2,0,23
Wayside Schools,2003,1,153,26.8,0,0,23
Wayside Schools,2004,1,131,34.4,0,0,15
Wayside Schools,2005,1,149,31.5,0,0,21
Wayside Schools,2006,1,151,43,2,0,16
Wayside Schools,2007,1,156,37.8,1,1,19
Wayside Schools,2008,1,157,39.5,1,1,26
Wayside Schools,2009,1,171,46.8,1,1,29
Wayside Schools,2010,1,188,41.5,1,1,25
Wayside Schools,2011,1,232,34.9,0,0,20
Wayside Schools,2012,1,253,32,0,0,17
Wayside Schools,2013,2,653,113.7,81,79,37
Wayside Schools,2014,3,1111,152.4,269,268,71
Wayside Schools,2015,3,1368,170.1,381,376,92
Wayside Schools,2016,4,1863,232,596,595,111
Wayside Schools,2017,4,1991,211,633,629,106
Wayside Schools,2018,4,2116,245.1,675,679,113
Wayside Schools,2019,4,2009,0,391,435,181
Westlake Academy Charter School,2004,1,197,0,0,0,0
Westlake Academy Charter School,2005,1,267,0,0,0,16
Westlake Academy Charter School,2006,1,322,0,0,0,32
Westlake Academy Charter School,2007,1,350,0,0,0,41
Westlake Academy Charter School,2008,1,379,0,0,0,38
Westlake Academy Charter School,2009,1,408,0,0,0,33
Westlake Academy Charter School,2010,1,480,0,2,2,35
Westlake Academy Charter School,2011,1,520,0,2,2,31
Westlake Academy Charter School,2012,1,617,0,1,1,27
Westlake Academy Charter School,2013,1,670,0,0,0,30
Westlake Academy Charter School,2014,1,695,0,1,1,29
Westlake Academy Charter School,2015,1,815,0,0,0,36
Westlake Academy Charter School,2016,1,831,0,3,3,32
Westlake Academy Charter School,2017,1,843,0,2,2,35
Westlake Academy Charter School,2018,1,853,0,5,5,26
Westlake Academy Charter School,2019,1,901,0,10,0,44
Whispering Oaks Charter School,1999,1,46,100,0,0,30
Whispering Oaks Charter School,2000,1,28,92.9,0,0,18
Whispering Oaks Charter School,2001,1,41,95.1,0,0,32
Whispering Oaks Charter School,2002,1,74,95.9,0,0,42
Whispering Oaks Charter School,2003,1,77,90.9,2,2,35
Whispering Oaks Charter School,2004,1,70,91.4,0,0,36
Whispering Oaks Charter School,2005,1,129,69.8,2,2,47
Whispering Oaks Charter School,2006,1,72,70.8,1,0,26
Winfree Academy Charter Schools,2001,2,533,36.5,0,0,71
Winfree Academy Charter Schools,2002,3,959,66.8,11,0,171
Winfree Academy Charter Schools,2003,4,1181,99.5,28,0,181
Winfree Academy Charter Schools,2004,4,1498,107.4,18,2,167
Winfree Academy Charter Schools,2005,4,1423,153.9,131,79,168
Winfree Academy Charter Schools,2006,4,1519,163.6,156,100,195
Winfree Academy Charter Schools,2007,5,1823,190,161,116,243
Winfree Academy Charter Schools,2008,6,1789,225.4,197,151,250
Winfree Academy Charter Schools,2009,6,1959,272,182,148,269
Winfree Academy Charter Schools,2010,6,1861,238.3,174,157,240
Winfree Academy Charter Schools,2011,6,1583,313.2,119,112,165
Winfree Academy Charter Schools,2012,6,1488,315.4,79,79,173
Winfree Academy Charter Schools,2013,6,1506,335.3,107,96,184
Winfree Academy Charter Schools,2014,6,1406,324.6,134,121,196
Winfree Academy Charter Schools,2015,6,1248,363.4,104,98,126
Winfree Academy Charter Schools,2016,6,1380,406,117,102,161
Winfree Academy Charter Schools,2017,6,1425,381.6,137,125,164
Winfree Academy Charter Schools,2018,6,1295,356.1,145,118,130
Winfree Academy Charter Schools,2019,6,1332,0,211,0,142
Yellowstone College Preparatory,2019,1,273,0,0,0,18
Yes Prep Public Schools Inc,2001,1,380,75.8,0,0,10
Yes Prep Public Schools Inc,2002,1,423,54.6,0,11,17
Yes Prep Public Schools Inc,2003,1,505,74.9,119,10,19
Yes Prep Public Schools Inc,2004,2,668,147.1,69,7,21
Yes Prep Public Schools Inc,2005,2,884,104.3,42,7,12
Yes Prep Public Schools Inc,2006,3,1072,213.8,1,0,32
Yes Prep Public Schools Inc,2007,4,1453,304.5,1,0,54
Yes Prep Public Schools Inc,2008,5,2043,388.5,51,51,97
Yes Prep Public Schools Inc,2009,5,2638,396.8,68,68,135
Yes Prep Public Schools Inc,2010,7,3374,560.1,590,584,155
Yes Prep Public Schools Inc,2011,7,4078,557.6,571,567,201
Yes Prep Public Schools Inc,2012,9,5028,767.6,569,569,259
Yes Prep Public Schools Inc,2013,9,5934,738.5,652,649,308
Yes Prep Public Schools Inc,2014,11,7534,966,1037,1039,417
Yes Prep Public Schools Inc,2015,11,8450,916.9,1173,1109,483
Yes Prep Public Schools Inc,2016,12,9514,999.1,1286,1207,546
Yes Prep Public Schools Inc,2017,12,10258,1042,1683,1621,600
Yes Prep Public Schools Inc,2018,13,10895,665.7,2120,2005,661
Yes Prep Public Schools Inc,2019,15,12074,0,0,0,745
Zoe Learning Academy,2002,1,167,100,0,0,13
Zoe Learning Academy,2003,1,219,95.9,0,0,26
Zoe Learning Academy,2004,1,303,92.1,0,0,31
Zoe Learning Academy,2005,2,513,159.9,0,0,84
Zoe Learning Academy,2006,2,420,179.9,0,0,42
Zoe Learning Academy,2007,2,586,172,0,0,43
Zoe Learning Academy,2008,2,516,183.7,0,0,28
Zoe Learning Academy,2009,2,512,184.6,0,0,29
Zoe Learning Academy,2010,2,553,183.2,0,0,34
Zoe Learning Academy,2011,2,544,189,0,0,31
Zoe Learning Academy,2012,2,490,195,0,0,53
Zoe Learning Academy,2013,2,481,185,0,0,37
Zoe Learning Academy,2014,2,457,194.4,0,0,30
Zoe Learning Academy,2015,3,491,214.7,0,0,31
Zoe Learning Academy,2016,3,498,251.9,0,0,26
Zoe Learning Academy,2017,2,370,190.6,0,0,13
